Total_Word_Count,Has_Photo,Has_Colors,Pages,Keyword_Count,Education_Exists,Education_Word_Count,Work_Experience_Exists,Work_Experience_Word_Count,Skills_Exists,Skills_Word_Count,Certifications_Exists,Certifications_Word_Count,Achievements_Exists,Achievements_Word_Count,Professional_Profile_Exists,Professional_Profile_Word_Count,Projects_Exists,projects_Word_Count,volunteer_work_Exists,volunteer_work_Word_Count,Passed
603,0,0,2,6,1,29,1,90,1,18,0,0,0,0,0,0,1,211,0,0,1
554,1,1,3,13,1,86,1,80,1,3,0,0,0,0,1,8,0,0,1,81,1
383,1,1,2,24,1,32,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,1,1,1,1,95,1,112,1,23,0,0,0,0,1,10,0,0,0,0,1
529,1,1,2,16,1,31,1,316,1,32,0,0,0,0,1,8,1,133,0,0,0
440,1,1,2,14,1,1,1,272,1,110,0,0,0,0,0,0,0,0,0,0,0
235,0,0,1,2,1,14,1,47,1,10,0,0,0,0,1,64,0,0,0,0,1
350,1,1,1,17,1,10,1,133,1,8,1,28,1,30,1,21,0,0,0,0,0
1202,1,1,6,33,1,176,1,33,1,333,0,0,0,0,0,0,1,144,0,0,1
597,0,0,2,25,1,176,1,95,0,0,0,0,0,0,1,5,0,0,0,0,1
1029,1,1,9,15,1,176,1,42,0,0,0,0,0,0,1,12,0,0,0,0,0
1203,1,1,10,67,1,3,1,67,1,14,0,0,0,0,1,18,1,424,0,0,0
226,1,1,1,35,1,67,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,3,26,1,37,1,6,1,2,0,0,0,0,1,64,1,288,0,0,1
1203,1,1,9,21,1,176,1,276,0,0,0,0,0,0,0,0,1,129,0,0,0
1060,1,1,5,25,1,59,1,3,1,43,0,0,0,0,1,12,1,61,0,0,1
559,0,0,4,35,1,28,1,7,0,0,1,22,0,0,1,1,1,11,0,0,1
1028,1,1,3,22,0,0,1,223,1,7,0,0,0,0,1,21,1,424,0,0,1
397,0,1,2,9,1,2,1,16,1,324,0,0,0,0,0,0,1,3,0,0,0
663,0,1,2,15,0,0,1,156,1,67,0,0,0,0,1,41,0,0,0,0,0
804,1,1,3,61,1,13,1,3,1,333,0,0,0,0,0,0,0,0,0,0,1
728,0,1,3,51,1,10,1,69,1,4,1,28,0,0,1,11,0,0,0,0,1
943,1,1,7,23,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,1
776,1,1,3,11,0,0,1,397,0,0,0,0,0,0,0,0,1,87,0,0,0
558,0,0,1,34,1,19,1,36,1,13,0,0,0,0,1,10,1,40,0,0,0
1203,0,0,10,63,1,119,1,43,1,106,0,0,0,0,1,17,1,424,0,0,1
1203,0,0,7,32,1,44,1,70,1,333,0,0,0,0,1,11,1,138,1,15,0
1027,1,1,4,54,1,16,1,44,1,95,1,23,0,0,1,64,1,175,0,0,1
441,0,1,2,29,1,17,1,86,1,30,0,0,0,0,1,5,1,235,0,0,1
229,0,1,1,7,1,41,1,136,1,15,0,0,0,0,1,24,0,0,0,0,0
528,0,1,2,18,1,13,1,120,1,3,0,0,0,0,1,10,1,306,0,0,0
1070,1,1,3,55,0,0,1,60,0,0,0,0,0,0,0,0,1,424,0,0,0
216,0,0,2,10,1,11,1,29,0,0,0,0,0,0,1,7,1,125,0,0,1
905,1,1,3,46,1,176,1,323,0,0,0,0,0,0,0,0,1,350,0,0,0
1203,1,1,4,65,0,0,1,28,1,2,1,28,0,0,1,64,1,424,0,0,1
552,1,1,3,12,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1,1,2,20,1,22,1,24,1,47,0,0,1,30,0,0,1,52,0,0,0
865,1,1,3,36,1,55,1,12,1,13,0,0,0,0,1,64,1,175,0,0,1
512,1,1,1,26,0,0,1,302,0,0,0,0,0,0,0,0,1,24,0,0,0
1203,1,1,10,50,1,30,1,18,0,0,0,0,0,0,1,64,1,424,0,0,1
366,0,0,2,13,1,66,1,44,1,1,0,0,0,0,1,1,1,230,0,0,0
267,1,1,8,6,1,176,1,31,1,8,0,0,0,0,0,0,0,0,0,0,0
392,0,1,2,8,1,87,1,33,1,94,0,0,0,0,0,0,1,153,0,0,0
1203,0,0,2,41,1,35,1,397,0,0,1,28,0,0,1,41,1,160,0,0,0
390,0,0,2,10,1,8,1,207,1,37,0,0,0,0,0,0,1,72,0,0,0
466,1,1,2,28,0,0,1,397,1,2,0,0,0,0,0,0,1,6,0,0,1
356,0,0,1,9,1,145,1,178,1,1,0,0,0,0,1,4,0,0,0,0,0
703,0,0,4,16,1,103,1,8,1,85,0,0,0,0,1,18,1,274,0,0,0
1203,0,0,3,84,1,176,1,7,1,71,0,0,0,0,0,0,1,22,0,0,1
572,1,1,3,25,1,16,1,62,1,47,0,0,0,0,0,0,1,261,0,0,0
615,1,0,2,29,1,16,1,64,1,333,0,0,0,0,0,0,0,0,0,0,0
1009,1,1,3,41,0,0,1,1,1,292,0,0,0,0,1,7,1,44,0,0,1
489,1,1,1,43,0,0,1,355,1,98,0,0,0,0,0,0,0,0,0,0,0
820,0,0,4,73,1,39,1,79,1,333,0,0,0,0,1,9,0,0,0,0,0
677,0,1,2,32,1,154,1,10,1,3,0,0,0,0,1,9,1,21,0,0,1
1138,0,0,4,40,1,15,1,61,1,50,0,0,0,0,1,22,1,342,0,0,0
606,0,1,2,35,1,67,1,82,1,333,0,0,0,0,1,9,1,4,0,0,1
388,1,1,1,8,1,53,1,65,1,38,0,0,0,0,1,30,1,152,0,0,0
230,1,1,1,10,1,43,1,178,0,0,0,0,0,0,0,0,0,0,0,0,1
881,0,1,4,5,1,176,1,322,1,73,0,0,0,0,1,7,1,207,0,0,1
676,1,1,2,26,1,119,1,25,1,1,0,0,0,0,1,9,1,257,0,0,1
1052,1,0,4,29,1,2,1,69,1,155,0,0,1,30,1,1,0,0,0,0,0
573,0,1,2,35,1,51,1,18,1,333,0,0,0,0,1,7,0,0,0,0,0
468,1,1,2,6,1,9,1,311,1,38,1,28,0,0,1,10,0,0,0,0,1
990,1,1,3,35,1,142,1,113,0,0,0,0,0,0,0,0,1,290,0,0,0
749,0,0,3,22,1,28,1,7,1,281,0,0,0,0,0,0,1,196,0,0,0
987,1,0,3,45,1,19,1,397,1,2,0,0,0,0,1,64,0,0,0,0,0
1054,1,1,3,51,1,176,1,9,0,0,0,0,0,0,1,64,0,0,0,0,1
624,1,1,4,27,1,166,1,9,1,333,0,0,0,0,1,2,1,43,0,0,0
675,1,1,2,4,0,0,1,380,1,60,0,0,0,0,0,0,0,0,0,0,1
403,1,1,1,13,1,10,1,7,1,24,0,0,0,0,1,62,1,290,0,0,0
925,1,1,3,20,1,176,1,29,1,56,0,0,0,0,1,14,1,54,0,0,0
420,1,1,1,21,1,176,1,37,1,17,0,0,0,0,0,0,1,16,0,0,0
328,0,0,1,4,1,19,1,32,1,13,0,0,0,0,0,0,1,195,0,0,0
519,0,0,2,27,1,116,1,57,0,0,0,0,0,0,1,64,1,26,0,0,0
267,1,1,1,12,1,28,1,148,0,0,1,28,0,0,0,0,0,0,0,0,0
579,0,0,3,28,1,30,1,8,1,58,0,0,0,0,1,12,1,30,0,0,0
703,1,1,2,34,1,176,1,49,1,37,0,0,0,0,1,64,1,251,0,0,1
347,1,1,1,16,1,13,1,56,1,66,0,0,1,5,0,0,1,164,0,0,1
704,0,0,2,60,0,0,1,71,1,333,1,28,0,0,0,0,1,12,0,0,1
1059,0,0,3,17,1,176,1,78,1,45,1,28,0,0,0,0,0,0,0,0,0
566,0,0,3,26,1,49,1,397,1,3,1,2,0,0,0,0,0,0,0,0,1
715,0,0,2,20,1,108,1,6,1,118,1,28,0,0,1,7,1,37,0,0,1
820,0,0,4,73,1,39,1,79,1,333,0,0,0,0,1,9,0,0,0,0,1
372,0,0,2,5,1,1,1,100,1,125,0,0,0,0,0,0,0,0,0,0,0
222,1,1,1,15,1,16,1,82,0,0,0,0,0,0,1,64,1,16,0,0,0
1203,1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,2,42,1,14,1,31,1,29,0,0,0,0,1,7,1,8,0,0,0
363,0,0,1,19,0,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1,1,6,23,1,30,1,219,1,78,1,12,0,0,0,0,0,0,0,0,1
382,1,1,1,13,1,26,1,269,1,28,0,0,1,30,1,1,0,0,0,0,1
1203,1,1,6,42,1,17,1,168,1,1,0,0,0,0,0,0,1,424,0,0,1
540,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,1,0,2,29,1,15,1,15,1,14,0,0,1,30,0,0,1,30,0,0,1
657,1,1,3,24,1,2,1,8,1,87,1,20,0,0,1,16,1,15,0,0,1
1203,1,1,7,33,1,54,1,324,0,0,0,0,0,0,0,0,1,347,0,0,0
607,1,1,1,67,1,119,1,199,1,1,0,0,0,0,1,3,1,150,0,0,0
277,0,0,2,16,1,22,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0
918,1,1,4,18,1,149,1,14,1,103,0,0,0,0,0,0,0,0,0,0,0
1177,1,1,3,17,1,176,1,41,1,82,0,0,0,0,1,50,1,103,0,0,0
898,1,0,3,30,1,51,1,164,0,0,0,0,0,0,1,4,0,0,0,0,0
299,0,0,1,2,1,176,1,28,1,26,0,0,0,0,1,20,0,0,0,0,1
506,1,1,2,18,1,31,1,42,1,13,0,0,0,0,1,6,1,242,0,0,0
1203,1,1,6,121,1,34,1,72,0,0,0,0,0,0,0,0,1,39,0,0,1
613,1,1,3,15,1,25,1,397,1,98,0,0,0,0,0,0,0,0,0,0,0
763,0,1,3,71,1,2,1,44,1,45,1,28,1,30,0,0,1,86,0,0,1
1203,0,1,4,39,0,0,1,177,1,3,0,0,0,0,1,3,0,0,0,0,0
856,1,1,3,12,1,2,1,13,0,0,0,0,0,0,1,62,1,424,1,36,1
1203,0,0,5,39,1,176,1,397,1,58,0,0,0,0,0,0,0,0,0,0,1
705,0,0,3,23,1,91,1,10,1,333,0,0,0,0,1,10,1,63,0,0,0
460,1,1,1,7,0,0,1,9,1,70,1,4,1,30,0,0,0,0,0,0,0
248,1,1,1,15,0,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,1
749,1,1,4,15,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0,1,2,33,1,8,1,63,1,333,1,11,0,0,0,0,0,0,0,0,0
626,1,0,2,10,1,121,1,79,1,39,0,0,0,0,1,21,1,325,0,0,0
1008,1,1,6,50,1,176,1,37,1,24,0,0,0,0,0,0,1,12,0,0,1
825,0,1,3,46,1,86,1,56,1,88,0,0,1,30,1,11,1,45,0,0,1
404,0,0,1,54,1,93,1,24,0,0,0,0,0,0,0,0,1,287,0,0,0
733,1,1,2,25,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
850,1,1,2,33,1,23,1,35,1,1,0,0,0,0,0,0,0,0,0,0,0
867,1,1,3,7,1,41,1,7,1,333,0,0,0,0,1,16,1,27,0,0,1
879,0,0,2,25,1,30,1,4,1,101,0,0,0,0,0,0,1,424,0,0,0
1203,0,0,5,39,1,140,1,226,0,0,0,0,0,0,0,0,1,424,0,0,0
643,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
714,1,1,3,10,1,8,1,397,0,0,1,28,0,0,0,0,1,51,0,0,1
438,1,1,1,5,1,176,1,32,0,0,0,0,1,30,1,19,1,89,0,0,1
445,0,1,3,9,1,19,1,100,1,3,0,0,0,0,1,2,0,0,0,0,1
520,0,0,1,62,1,176,1,40,1,7,0,0,0,0,0,0,1,79,0,0,1
657,1,0,3,46,1,46,1,53,1,33,0,0,0,0,1,4,1,8,0,0,0
908,1,1,5,14,1,9,1,19,1,8,0,0,0,0,1,28,1,127,0,0,0
343,0,1,2,3,1,73,1,191,1,1,0,0,0,0,0,0,1,77,0,0,0
357,0,1,1,13,1,2,1,139,1,1,1,23,0,0,0,0,0,0,0,0,1
1028,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,2,21,1,15,1,381,1,32,0,0,0,0,1,29,0,0,0,0,0
1203,0,0,5,48,1,176,1,133,1,237,0,0,0,0,0,0,0,0,0,0,0
188,1,1,1,9,0,0,1,25,1,156,0,0,0,0,0,0,0,0,0,0,1
1156,1,1,3,133,1,22,1,55,1,333,0,0,1,30,0,0,1,9,0,0,1
881,1,1,4,24,1,44,1,50,1,333,0,0,1,30,0,0,1,176,0,0,0
1203,0,0,4,26,0,0,1,26,1,333,0,0,0,0,0,0,1,62,1,68,1
1019,0,0,2,84,1,117,1,224,1,28,0,0,0,0,0,0,0,0,0,0,0
0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0,0,2,22,1,18,1,41,1,46,0,0,0,0,1,7,1,424,0,0,0
807,0,1,2,32,1,119,1,11,1,333,0,0,0,0,1,19,0,0,0,0,0
389,0,0,1,34,1,23,1,212,1,34,0,0,0,0,1,7,1,105,0,0,0
1203,0,0,3,26,1,1,1,22,1,333,1,28,0,0,0,0,1,81,0,0,0
295,0,0,1,9,1,18,1,53,1,3,0,0,0,0,0,0,0,0,0,0,0
368,1,1,1,17,1,176,1,15,1,11,0,0,0,0,0,0,1,50,0,0,1
189,1,1,1,4,1,25,1,138,1,9,0,0,0,0,1,10,0,0,0,0,0
1025,0,1,5,29,1,101,1,24,1,49,1,28,0,0,1,20,1,424,0,0,0
593,1,1,2,14,1,176,1,7,1,145,1,28,0,0,1,7,0,0,0,0,0
1179,1,1,2,16,0,0,1,279,1,71,0,0,0,0,0,0,1,288,0,0,1
395,0,0,1,9,1,25,1,128,1,119,0,0,0,0,1,64,1,1,0,0,1
494,1,1,3,18,1,27,1,132,0,0,0,0,0,0,1,8,0,0,0,0,0
647,0,0,1,11,0,0,1,46,1,333,0,0,1,13,0,0,1,129,0,0,0
405,0,0,2,9,0,0,1,85,0,0,0,0,0,0,1,31,1,70,0,0,0
418,1,1,1,46,0,0,1,57,1,2,0,0,1,30,0,0,1,98,0,0,0
356,1,1,2,4,1,2,1,11,1,3,1,28,0,0,0,0,0,0,0,0,0
496,1,1,1,19,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
696,1,1,1,24,1,176,1,15,1,44,0,0,0,0,0,0,0,0,0,0,1
679,1,1,3,10,1,25,1,8,1,14,1,28,0,0,1,14,1,42,0,0,0
417,0,0,1,14,0,0,1,230,1,109,0,0,0,0,0,0,0,0,0,0,1
526,1,1,2,6,0,0,1,103,1,8,0,0,0,0,0,0,0,0,0,0,0
315,0,1,2,19,1,7,1,77,1,12,0,0,0,0,0,0,1,200,0,0,1
433,1,1,2,3,1,23,1,349,1,34,0,0,0,0,1,15,0,0,0,0,0
658,0,0,2,34,1,21,1,397,1,124,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,5,35,1,28,1,152,1,2,1,28,0,0,1,21,1,264,0,0,0
1098,0,1,3,45,1,134,1,131,1,100,1,28,0,0,1,64,1,31,1,485,1
417,1,1,3,29,1,23,1,371,0,0,0,0,0,0,0,0,0,0,0,0,1
461,0,1,1,41,1,46,1,45,1,2,0,0,1,30,0,0,1,15,0,0,0
681,1,1,2,35,1,37,1,230,0,0,1,28,0,0,1,56,0,0,0,0,1
337,1,1,1,29,1,29,1,29,1,36,0,0,0,0,1,64,0,0,0,0,0
474,1,1,2,10,0,0,1,343,1,30,0,0,1,27,1,6,1,20,0,0,0
278,0,1,2,8,0,0,1,126,1,74,0,0,0,0,0,0,0,0,0,0,0
422,0,0,2,2,1,13,1,264,1,3,0,0,1,30,1,6,0,0,0,0,0
385,0,0,1,16,1,44,1,26,1,2,0,0,0,0,1,12,1,11,0,0,0
481,0,1,2,13,1,71,1,354,0,0,0,0,0,0,0,0,0,0,0,0,1
407,0,0,1,19,0,0,1,55,1,28,0,0,0,0,0,0,1,87,0,0,1
436,1,1,1,26,0,0,1,345,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,2,14,1,20,1,16,1,2,0,0,1,30,1,54,1,77,0,0,0
503,1,1,1,18,1,6,1,167,0,0,0,0,0,0,0,0,1,208,0,0,0
925,1,1,5,43,1,176,1,347,1,301,0,0,0,0,0,0,0,0,0,0,0
429,1,1,1,41,1,62,1,136,1,112,0,0,0,0,0,0,1,37,0,0,1
790,1,1,2,7,1,94,1,117,1,61,0,0,1,30,1,11,1,199,0,0,0
428,1,1,2,20,1,22,1,110,1,44,0,0,0,0,1,6,1,110,0,0,0
1203,1,1,5,14,1,176,1,35,1,1,0,0,0,0,1,1,1,173,0,0,1
848,1,1,3,10,0,0,1,40,1,112,0,0,0,0,1,36,1,424,0,0,0
571,1,1,2,6,1,12,1,202,1,145,1,24,0,0,1,7,1,38,0,0,1
254,0,0,1,17,1,2,1,213,1,11,0,0,0,0,0,0,0,0,0,0,0
1189,1,1,7,32,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1,1,2,17,1,1,1,32,1,299,0,0,0,0,0,0,1,30,0,0,1
1083,0,0,2,25,1,28,1,34,1,13,1,28,0,0,1,19,0,0,0,0,0
825,1,1,2,7,0,0,1,94,1,20,0,0,0,0,0,0,1,54,0,0,0
946,0,1,3,11,1,62,1,10,1,66,0,0,1,30,0,0,1,136,0,0,0
651,1,1,3,10,1,73,1,397,0,0,0,0,0,0,1,24,0,0,0,0,0
1080,1,1,5,42,1,44,1,25,1,3,0,0,0,0,1,4,1,101,0,0,0
300,0,1,2,16,0,0,1,147,1,1,0,0,0,0,0,0,1,96,0,0,1
656,0,1,2,35,0,0,1,22,1,333,0,0,0,0,1,9,1,234,0,0,0
1147,0,0,2,36,1,176,1,397,1,1,0,0,0,0,1,9,0,0,0,0,1
499,0,0,2,21,1,176,1,15,1,114,0,0,0,0,0,0,1,5,0,0,1
392,1,1,1,28,1,1,1,1,1,228,0,0,0,0,0,0,1,138,0,0,0
303,0,0,1,4,0,0,1,76,0,0,0,0,0,0,0,0,1,149,0,0,0
1203,1,1,6,46,1,137,1,111,1,71,0,0,0,0,0,0,1,424,0,0,0
649,1,1,5,39,1,10,1,2,0,0,1,28,0,0,1,11,1,414,0,0,0
189,1,1,1,4,1,25,1,138,1,9,0,0,0,0,1,10,0,0,0,0,1
982,1,1,7,28,1,6,1,397,1,74,0,0,0,0,1,64,0,0,0,0,0
277,1,1,1,6,0,0,1,29,1,16,0,0,0,0,0,0,0,0,0,0,0
310,1,1,1,8,1,77,1,8,0,0,0,0,0,0,1,43,0,0,0,0,0
822,1,1,2,36,0,0,1,76,1,333,0,0,0,0,1,2,1,97,0,0,0
213,1,1,1,8,1,176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,1,1,4,43,1,76,1,13,1,11,0,0,0,0,0,0,1,424,0,0,1
1125,1,1,9,39,1,112,1,56,1,10,0,0,0,0,1,4,1,424,0,0,0
959,1,1,4,23,1,1,1,87,1,333,0,0,0,0,1,18,1,22,0,0,0
414,0,0,1,17,1,78,1,30,1,2,1,19,0,0,0,0,1,120,0,0,1
501,1,1,2,9,1,87,1,37,1,53,0,0,1,30,1,25,1,18,0,0,0
373,0,0,1,16,1,2,1,2,1,11,0,0,0,0,0,0,1,1,0,0,0
760,0,0,5,20,1,37,1,8,0,0,0,0,1,30,1,39,1,28,0,0,0
787,0,1,1,12,0,0,1,34,1,78,0,0,0,0,0,0,1,29,0,0,0
481,1,1,3,16,1,17,1,45,1,19,1,28,0,0,1,5,1,227,0,0,1
506,1,1,3,25,1,176,1,27,1,10,1,28,1,30,1,12,1,30,0,0,0
1203,0,1,2,22,0,0,1,4,1,333,0,0,0,0,0,0,1,424,0,0,1
1203,1,1,7,81,1,176,1,25,1,333,0,0,1,30,1,7,1,424,0,0,0
503,1,1,2,12,1,176,1,163,1,2,0,0,0,0,0,0,1,41,0,0,0
317,1,1,4,8,1,18,1,8,1,38,0,0,0,0,1,64,1,11,0,0,1
593,1,1,2,20,1,4,1,2,1,4,0,0,1,30,0,0,1,77,0,0,1
685,0,0,2,41,1,14,1,322,1,75,0,0,0,0,1,7,1,9,0,0,0
685,1,1,3,21,1,13,1,397,1,1,0,0,0,0,0,0,1,67,0,0,0
1129,0,0,4,59,1,13,1,71,1,333,0,0,0,0,1,39,0,0,0,0,1
654,0,0,4,32,1,14,1,397,1,12,1,23,0,0,1,11,0,0,0,0,0
1203,0,0,6,32,1,129,1,144,1,3,0,0,1,30,1,5,1,13,0,0,1
735,1,1,4,4,0,0,1,24,1,333,0,0,0,0,1,10,1,42,0,0,1
388,0,0,2,39,1,115,1,25,1,192,1,25,0,0,0,0,0,0,0,0,0
623,1,1,3,25,1,121,1,64,1,241,0,0,0,0,0,0,1,140,0,0,1
368,0,1,1,12,1,94,1,11,1,6,0,0,0,0,1,36,1,40,0,0,1
451,1,1,2,15,1,124,1,265,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1,1,3,26,1,176,1,7,1,94,1,28,1,30,1,26,1,4,1,463,0
432,0,1,2,5,1,31,1,1,1,39,0,0,0,0,1,64,0,0,1,171,1
536,0,1,2,7,1,22,1,79,1,70,0,0,0,0,0,0,1,60,0,0,0
556,0,0,3,16,1,10,1,13,1,138,1,28,0,0,1,7,0,0,0,0,0
474,1,1,1,17,1,176,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
776,0,0,3,42,1,23,1,52,1,83,0,0,0,0,1,2,1,424,1,47,1
1203,1,1,6,62,1,111,1,23,1,333,0,0,0,0,1,4,1,31,0,0,0
208,0,0,1,6,1,32,1,59,1,89,0,0,0,0,1,12,0,0,0,0,1
887,1,1,3,49,1,11,1,329,1,5,0,0,0,0,1,64,1,221,0,0,1
335,1,1,1,22,1,16,1,69,1,149,0,0,1,2,0,0,1,56,0,0,0
668,0,0,3,26,1,16,1,48,1,333,1,4,0,0,1,11,1,44,0,0,0
715,1,1,3,24,1,63,1,69,1,12,1,17,0,0,1,10,0,0,0,0,1
409,0,0,2,13,1,55,1,30,1,21,0,0,1,30,1,7,1,215,0,0,0
521,1,1,6,25,1,176,1,9,1,5,0,0,0,0,1,1,1,82,0,0,0
497,1,1,2,29,0,0,1,7,0,0,0,0,0,0,0,0,1,424,0,0,0
559,1,1,1,5,0,0,1,397,1,14,0,0,0,0,0,0,0,0,0,0,0
355,1,1,1,24,1,28,1,16,1,17,0,0,1,6,0,0,0,0,0,0,1
1203,1,1,5,26,1,47,1,6,1,137,1,28,0,0,0,0,1,97,0,0,1
973,1,1,3,35,1,21,1,397,0,0,0,0,1,30,1,64,0,0,0,0,0
569,1,0,4,14,1,121,1,258,0,0,0,0,0,0,0,0,1,80,0,0,1
378,0,0,1,22,1,102,1,23,1,198,0,0,0,0,1,1,0,0,0,0,0
699,1,1,2,7,0,0,1,20,1,333,0,0,0,0,0,0,0,0,0,0,1
1203,1,1,5,94,1,12,1,397,1,15,1,7,0,0,1,37,1,61,0,0,0
899,0,0,3,57,1,14,1,19,0,0,1,28,0,0,1,14,1,236,0,0,0
598,1,1,3,23,1,21,1,397,1,103,1,11,0,0,1,18,0,0,0,0,1
781,1,1,2,48,1,34,1,207,1,63,0,0,0,0,1,64,1,16,0,0,1
335,0,0,2,14,1,13,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1,1,1,14,1,114,1,47,1,17,0,0,1,30,1,2,1,79,0,0,0
320,1,1,1,25,1,15,1,94,0,0,0,0,0,0,0,0,1,193,0,0,0
1133,0,0,3,26,1,73,1,121,1,1,0,0,0,0,0,0,1,424,0,0,1
1160,0,0,5,2,1,85,1,170,1,333,0,0,0,0,1,8,1,5,0,0,0
374,0,0,1,7,1,44,1,155,1,2,0,0,0,0,0,0,1,52,0,0,0
338,0,0,1,10,1,14,1,101,1,2,0,0,0,0,0,0,1,174,0,0,0
1047,0,0,9,21,1,117,1,4,0,0,1,15,0,0,1,64,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1,1,1,10,1,27,1,142,1,2,0,0,0,0,1,61,0,0,0,0,1
452,1,1,2,18,1,1,1,221,0,0,0,0,0,0,1,1,0,0,0,0,0
944,0,0,2,18,1,2,1,27,1,333,0,0,0,0,1,64,1,240,0,0,1
484,1,1,1,16,0,0,1,43,0,0,0,0,0,0,1,64,0,0,0,0,0
514,0,1,2,32,1,14,1,157,1,2,0,0,0,0,0,0,1,218,0,0,1
697,1,1,4,20,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1
789,0,1,4,10,1,29,1,11,1,333,0,0,0,0,1,1,0,0,0,0,0
1203,1,1,3,21,1,31,1,260,1,333,0,0,0,0,0,0,1,93,0,0,0
1037,1,1,5,11,0,0,1,12,1,57,0,0,0,0,1,50,1,424,0,0,1
175,0,1,2,5,1,34,1,12,1,6,0,0,0,0,1,64,0,0,0,0,0
767,1,1,3,19,1,33,1,110,0,0,0,0,1,12,1,29,0,0,0,0,1
581,0,1,2,20,1,12,1,397,1,2,0,0,0,0,0,0,1,84,0,0,0
491,1,0,1,33,1,16,1,12,1,42,0,0,0,0,0,0,1,404,0,0,1
942,1,1,3,30,1,58,1,301,0,0,0,0,0,0,1,5,1,424,0,0,1
705,1,1,2,11,1,153,1,180,1,9,0,0,0,0,1,13,1,78,0,0,1
1203,1,1,7,68,1,15,1,98,1,40,0,0,0,0,1,5,1,424,0,0,1
197,0,0,1,5,1,32,1,5,1,56,0,0,0,0,0,0,0,0,1,44,1
1135,0,0,2,76,1,166,1,65,1,1,0,0,0,0,1,64,1,424,0,0,0
882,0,0,2,6,1,176,1,104,1,36,0,0,0,0,0,0,1,402,0,0,1
353,1,1,2,8,1,37,1,199,1,5,0,0,0,0,0,0,0,0,0,0,0
901,0,1,3,10,1,72,1,68,0,0,0,0,1,30,1,64,1,242,0,0,1
559,0,0,2,13,1,77,1,384,1,57,0,0,0,0,1,30,0,0,0,0,1
730,0,0,2,14,1,70,1,48,1,11,0,0,0,0,1,31,1,3,0,0,1
573,0,0,2,28,1,29,1,70,0,0,0,0,0,0,1,3,0,0,0,0,0
551,0,0,2,14,1,62,1,9,1,56,0,0,0,0,1,4,1,21,0,0,0
305,1,1,1,16,1,58,1,212,1,12,0,0,0,0,1,20,0,0,0,0,0
383,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,1,1,20,1,30,1,38,1,6,0,0,0,0,1,25,1,333,0,0,0
526,1,1,2,6,0,0,1,103,1,8,0,0,0,0,0,0,0,0,0,0,0
328,1,1,1,8,1,21,1,20,1,269,0,0,0,0,1,12,0,0,0,0,0
527,1,1,1,25,1,1,1,165,1,2,0,0,0,0,1,64,0,0,0,0,0
624,1,1,3,5,1,49,1,17,0,0,1,28,0,0,0,0,0,0,0,0,0
462,1,1,2,14,1,68,1,204,1,24,0,0,1,30,0,0,1,58,0,0,0
527,1,1,2,15,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,1,2,18,1,92,1,11,1,198,0,0,0,0,0,0,0,0,0,0,0
1177,0,1,4,66,1,13,1,20,1,3,0,0,0,0,1,64,1,424,0,0,1
522,1,1,2,31,0,0,1,346,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,1,28,1,176,1,97,1,17,0,0,0,0,1,9,0,0,0,0,0
1203,0,0,6,30,1,176,1,395,1,15,1,12,1,6,1,43,1,424,0,0,0
856,0,0,3,11,1,47,1,10,1,160,0,0,0,0,0,0,0,0,0,0,1
530,1,1,1,24,1,14,1,74,1,23,0,0,0,0,1,2,0,0,0,0,1
445,0,1,1,32,1,26,1,347,1,2,0,0,0,0,0,0,0,0,0,0,1
511,1,1,1,12,0,0,1,280,0,0,0,0,1,30,0,0,0,0,0,0,0
