,Páginas,professional_profile,education,work_experience,skills,certifications,achievements,languages,projects,training_courses,volunteer_work,Orden Cronológico,Formato de Texto,Densidad de Información,Cantidad de Palabras, % Lenguaje de Técnico,LinkedIn,GitHub,Personal Website,Tablas,Errores de ortografia,Fuente principal,Tamaño de fuente más usado,Legibilidad,Uso de negritas,Uso de cursivas,Uso de colores (excluyendo fondo blanco y links),Porcentaje de color real en la CV,Cantidad de imágenes o gráficos,Alineación principal,Consistencia de tamaños,Consistencia de márgenes,Passed
111,3,16,91,32,114,9,0,6,107,9,27,Orden Cronológico,Viñetas,13.27,583,5.944055944055944,False,False,False,0,48,EAAAAA+ArialUnicodeMS,10.0,Buena,69,0,Sí,0.16%,7,Justificado,Inconsistente,Inconsistente,1
112,4,122,75,78,43,0,0,7,61,14,0,Orden Cronológico,Viñetas,13.95,881,1.3986013986013985,False,False,False,1,43,DAAAAA+Tahoma,10.0,Buena,120,76,Sí,2.97%,0,Justificado,Inconsistente,Inconsistente,1
113,2,5,127,84,77,0,7,31,0,253,0,Orden Cronológico,Viñetas,16.92,705,5.785123966942149,False,False,True,0,49,BCDEEE+Bahnschrift-SemiLight,9.0,Deficiente,0,0,Sí,0.65%,17,Justificado,Inconsistente,Consistente,1
114,1,0,10,12,2,0,0,0,2,15,0,Orden Cronológico,Viñetas,20.84,87,3.8095238095238098,False,False,False,0,89,RTZPDH+SourceSansPro-Light,9.0,Deficiente,18,1,No,0.0%,0,Justificado,Inconsistente,Consistente,1
115,1,98,6,97,0,23,0,25,30,0,0,Orden Cronológico,Mixto,27.79,454,9.690721649484537,True,True,False,0,50,BKGCMU+NotoSans-Regular,9.0,Deficiente,28,19,Sí,0.79%,0,Justificado,Inconsistente,Consistente,1
116,2,20,202,21,0,0,1,0,0,164,0,Orden Cronológico,Viñetas,17.72,727,6.008010680907877,False,False,False,2,75,FAAAAA+MontserratThin_400wght,7.5,Deficiente,0,0,Sí,0.15%,0,Justificado,Inconsistente,Consistente,1
117,1,90,131,110,0,0,0,99,0,17,0,Orden Cronológico,Viñetas,23.26,547,4.25531914893617,True,False,False,0,67,Helvetica,9.1,Deficiente,67,3,Sí,1.75%,3,Justificado,Inconsistente,Consistente,1
118,6,0,76,42,36,3,0,115,0,5,3,Orden Cronológico,Viñetas,5.8,398,5.386416861826698,False,False,False,0,56,Helvetica,11.5,Buena,112,18,Sí,0.8%,1,Justificado,Inconsistente,Inconsistente,1
119,5,79,272,66,36,0,39,0,13,164,0,Orden Cronológico,Viñetas,12.08,1045,4.692387904066736,False,False,False,0,86,EAAAAA+ArialUnicodeMS,10.0,Buena,46,0,Sí,0.13%,8,Justificado,Inconsistente,Inconsistente,1
120,1,28,5,10,14,1,0,61,0,0,0,Orden Cronológico,Viñetas,16.86,286,5.208333333333334,False,False,False,1,23,CAAAAA+Lato-Regular,9.0,Deficiente,29,0,Sí,22.78%,0,Justificado,Inconsistente,Consistente,1
121,2,0,74,18,188,23,0,0,135,29,25,Orden Cronológico,Viñetas,21.06,769,11.325611325611327,False,False,False,2,67,ArialMT,10.0,Buena,93,5,No,0.0%,109,Justificado,Inconsistente,Consistente,1
122,3,55,173,80,0,0,0,30,0,0,5,Orden Cronológico,Viñetas,12.44,445,5.0602409638554215,False,False,False,0,47,BAAAAA+ArialMT,11.0,Buena,69,68,Sí,0.04%,0,Justificado,Inconsistente,Inconsistente,1
123,2,56,113,20,192,13,0,0,156,0,0,Orden Cronológico,Viñetas,16.06,742,3.1855955678670362,False,False,False,7,100,CIDFont+F2,9.0,Deficiente,0,0,No,0.0%,0,Justificado,Consistente,Consistente,1
124,1,0,87,14,53,0,0,31,16,92,0,Orden Cronológico,Viñetas,10.42,391,0.7481296758104738,False,False,False,0,32,unknown,14.0,Buena,0,0,Sí,0.2%,8,Justificado,Inconsistente,Consistente,1
125,2,65,25,24,30,0,0,5,63,26,0,Orden Cronológico,Viñetas,11.47,475,5.8690744920993225,False,False,False,0,87,AAAAAD+Calibri,11.0,Buena,161,96,Sí,1.08%,0,Justificado,Consistente,Consistente,1
126,1,32,18,7,42,68,0,101,0,16,0,Orden Cronológico,Viñetas,22.8,337,8.059701492537313,False,False,False,1,38,CAAAAA+DejaVuSans,10.0,Buena,0,27,Sí,10.02%,4,Justificado,Inconsistente,Consistente,1
127,4,148,50,6,4,2,1,18,26,3,0,Orden Cronológico,Viñetas,20.11,389,5.681818181818182,False,False,False,0,268,BAAAAA+Calibri,11.0,Buena,76,0,Sí,0.22%,0,Justificado,Inconsistente,Inconsistente,1
128,2,0,62,95,0,0,0,26,162,0,0,Orden Cronológico,Mixto,15.49,641,8.424336973478939,True,False,False,0,43,BCDFEE+Open Sans,9.1,Deficiente,81,39,Sí,0.33%,0,Justificado,Inconsistente,Consistente,1
129,2,118,321,96,34,8,0,3,3,21,28,Orden Cronológico,Viñetas,27.54,903,7.829977628635347,False,False,False,2,71,CAAAAA+Rubik-Light,9.4,Deficiente,72,0,Sí,42.75%,0,Justificado,Inconsistente,Consistente,1
130,1,8,13,122,5,0,0,2,5,8,0,Orden Cronológico,Viñetas,13.8,235,3.389830508474576,False,False,False,0,24,DAAAAA+WorkSans,8.2,Deficiente,0,0,No,0.0%,0,Justificado,Inconsistente,Consistente,1
131,3,235,39,98,0,37,64,0,40,0,11,Orden Cronológico,Mixto,18.95,761,5.433376455368694,False,False,True,1,51,CAAAAA+Verdana,10.0,Buena,122,0,Sí,0.65%,0,Justificado,Inconsistente,Inconsistente,1
132,2,34,85,38,98,0,0,8,10,68,60,Orden Cronológico,Viñetas,13.76,567,5.733558178752108,True,True,False,2,79,BAAAAA+Nunito-Light,8.1,Deficiente,16,0,Sí,17.57%,1,Justificado,Inconsistente,Consistente,1
133,2,25,17,17,18,130,0,29,13,22,0,Orden Cronológico,Viñetas,20.08,482,5.360824742268041,True,False,True,1,41,AAAAAA+ArialMT,11.0,Buena,46,1,Sí,0.04%,0,Justificado,Inconsistente,Consistente,1
134,1,33,12,24,9,0,0,0,83,22,0,Orden Cronológico,Viñetas,19.65,292,3.8327526132404177,False,False,False,0,31,AAAAAA+ProximaNova-Regular,10.0,Buena,33,0,Sí,0.46%,0,Justificado,Consistente,Consistente,1
135,7,789,273,18,85,34,20,0,186,96,0,Orden Cronológico,Viñetas,19.02,2224,7.247017233760494,False,False,False,0,190,CIDFont+F1,10.7,Buena,0,0,Sí,9.78%,115,Justificado,Inconsistente,Inconsistente,1
136,2,56,85,94,39,52,0,5,14,0,0,Orden Cronológico,Viñetas,18.35,677,7.374631268436578,False,False,False,0,66,AAAAAK+ArialMT,9.1,Deficiente,140,0,Sí,0.12%,0,Justificado,Inconsistente,Consistente,1
137,2,26,107,45,0,4,0,55,2,0,0,Orden Cronológico,Viñetas,15.89,499,5.070993914807302,False,False,True,0,58,AAAAAB+ArialMT,10.0,Buena,35,4,Sí,0.09%,0,Justificado,Inconsistente,Consistente,1
138,3,4,15,13,18,16,22,6,9,21,0,Orden Cronológico,Viñetas,20.64,233,9.82905982905983,True,False,False,1,154,BAAAAA+Calibri,11.0,Buena,27,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
139,2,0,9,27,7,0,0,0,2,173,0,Orden Cronológico,Viñetas,12.25,315,3.7151702786377707,False,False,False,0,32,DAAAAA+STIXTwoText-Regular,11.0,Buena,31,69,Sí,0.05%,0,Justificado,Inconsistente,Consistente,1
140,1,1,44,1,4,0,12,0,24,33,0,Orden Cronológico,Viñetas,24.93,152,9.117647058823529,False,False,False,0,97,LDYUVM+Lato-Regular,10.0,Buena,31,0,Sí,2.61%,3,Justificado,Inconsistente,Consistente,1
141,3,171,23,40,56,160,29,8,214,37,0,Orden Cronológico,Mixto,25.05,1375,1.4903129657228018,False,False,False,0,71,Tahoma,10.0,Buena,42,0,No,0.0%,0,Justificado,Consistente,Inconsistente,1
142,2,32,15,6,9,2,0,0,6,4,0,Orden Cronológico,Viñetas,17.41,145,3.8095238095238098,False,False,False,0,133,SOLYOX+SourceSansPro-Light,9.0,Deficiente,23,1,Sí,0.13%,0,Justificado,Inconsistente,Consistente,1
143,1,0,8,6,4,0,0,0,2,25,0,No se detectaron suficientes fechas,Viñetas,24.19,88,8.695652173913043,False,False,False,0,124,ZEIMXH+SourceSansPro-Light,9.0,Deficiente,14,1,Sí,0.21%,0,Justificado,Inconsistente,Consistente,1
144,2,143,8,16,27,0,0,11,29,148,0,Orden Cronológico,Mixto,18.48,500,3.7773359840954273,False,False,False,0,73,AAAAAA+Ubuntu-Regular,11.0,Buena,158,0,Sí,0.04%,0,Justificado,Inconsistente,Consistente,1
145,3,2,105,34,0,0,0,87,4,96,0,Orden Cronológico,Viñetas,10.2,452,6.089743589743589,False,False,False,1,43,AAAAAA+Calibri,11.0,Buena,57,0,Sí,0.09%,0,Justificado,Inconsistente,Inconsistente,1
146,3,29,110,53,3,59,81,2,17,134,0,Orden Cronológico,Viñetas,20.49,876,5.25164113785558,True,True,True,2,117,BNCUDU+OpenSans-Regular,10.0,Buena,82,18,Sí,0.54%,2,Justificado,Inconsistente,Inconsistente,1
147,4,73,101,9,27,13,0,130,54,0,0,Orden Cronológico,Viñetas,13.43,633,5.238095238095238,False,False,False,7,36,Helvetica,11.0,Buena,163,0,Sí,1.29%,0,Justificado,Inconsistente,Consistente,1
148,4,6,12,1,6,9,4,0,2,3,8,Orden Cronológico,Viñetas,6.1,91,1.107011070110701,False,False,True,0,74,BAAAAA+Cambria,11.0,Buena,23,0,Sí,1.23%,7,Justificado,Consistente,Inconsistente,1
149,2,28,165,23,77,0,0,1,112,100,0,Orden Cronológico,Mixto,14.27,694,0.8595988538681949,False,False,False,2,66,unknown,8.0,Deficiente,0,0,Sí,36.95%,9,Justificado,Inconsistente,Consistente,1
150,2,86,49,8,0,0,135,2,165,0,0,Orden Cronológico,Mixto,16.09,616,5.272407732864675,False,False,False,0,268,AAAAAA+Rubik-Light,9.0,Deficiente,61,0,No,0.0%,6,Justificado,Inconsistente,Consistente,1
151,3,247,133,22,0,0,0,11,0,17,0,Orden Cronológico,Viñetas,14.56,715,7.541478129713424,False,False,False,0,52,CIDFont+F1,9.9,Deficiente,0,0,Sí,0.2%,2,Justificado,Inconsistente,Consistente,1
152,2,11,73,118,3,0,0,193,0,0,0,Orden Cronológico,Viñetas,18.61,517,4.826254826254826,False,False,False,2,55,BAAAAA+Montserrat-Light,8.8,Deficiente,35,0,Sí,26.2%,0,Justificado,Inconsistente,Consistente,1
153,1,9,36,18,19,11,130,13,1,0,0,Orden Cronológico,Viñetas,20.59,353,8.56353591160221,False,False,False,0,31,QDBAAA+Ubuntu-Regular,8.9,Deficiente,25,56,Sí,9.13%,1,Justificado,Inconsistente,Consistente,1
154,4,78,57,52,31,52,0,39,213,18,0,Orden Cronológico,Viñetas,9.1,788,2.3485784919653896,True,False,False,0,90,CIDFont+F1,8.5,Deficiente,0,0,Sí,0.12%,0,Justificado,Inconsistente,Inconsistente,1
155,2,38,150,78,0,0,0,0,31,12,13,Orden Cronológico,Mixto,15.01,435,4.480286738351254,False,True,False,6,53,CAAAAA+Roboto-Regular,10.5,Buena,82,0,Sí,0.31%,0,Justificado,Inconsistente,Consistente,1
156,4,2,175,141,0,21,0,36,11,59,0,Orden Cronológico,Viñetas,11.07,588,1.3490725126475547,False,False,False,0,90,BCDFEE+Tahoma,11.0,Buena,179,0,Sí,0.62%,9,Justificado,Consistente,Inconsistente,1
157,3,101,12,121,0,46,0,62,128,243,5,Orden Cronológico,Viñetas,15.3,891,6.506849315068493,True,False,True,3,69,CAAAAA+Montserrat-Light,8.0,Deficiente,68,0,Sí,58.3%,1,Justificado,Inconsistente,Inconsistente,1
158,1,8,33,45,43,0,69,35,35,1,7,Orden Cronológico,Viñetas,23.56,337,11.333333333333332,False,False,False,1,28,DAAAAA+Montserrat-Regular,9.6,Deficiente,69,0,Sí,29.39%,4,Justificado,Inconsistente,Consistente,1
159,1,0,23,3,0,74,18,0,0,21,0,No se detectaron suficientes fechas,Viñetas,17.26,175,4.201680672268908,False,False,False,3,127,BAAAAA+TimesNewRomanPSMT,9.0,Deficiente,12,0,Sí,0.71%,0,Justificado,Consistente,Consistente,1
160,1,49,117,65,0,0,0,35,0,0,0,Orden Cronológico,Viñetas,22.23,355,0.0,True,False,False,0,23,AAAAAA+TrebuchetMS,10.0,Buena,26,0,Sí,0.46%,0,Justificado,Inconsistente,Consistente,1
161,7,107,157,68,57,11,141,47,259,151,81,Orden Cronológico,Viñetas,23.0,1986,2.545068928950159,False,False,False,0,138,BCDIEE+LiberationSerif,11.0,Buena,42,157,Sí,0.71%,0,Justificado,Inconsistente,Inconsistente,1
162,3,108,40,6,72,5,2,24,36,31,19,Orden Cronológico,Viñetas,13.22,508,4.140786749482402,False,False,False,1,30,BAAAAA+Rubik-Regular,10.0,Buena,77,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
163,3,119,0,72,0,0,0,147,79,32,0,Orden Cronológico,Viñetas,14.61,515,2.1825396825396823,False,False,False,0,261,ArialMT,12.0,Buena,123,7,Sí,0.18%,1,Justificado,Consistente,Inconsistente,1
164,1,32,0,63,29,0,0,0,45,12,40,Orden Cronológico,Viñetas,20.88,276,4.672897196261682,False,False,False,1,31,AAAAAB+ProximaNova-Regular,12.0,Buena,2,0,Sí,4.67%,37,Justificado,Inconsistente,Consistente,1
165,1,18,16,82,17,0,0,72,42,0,5,Orden Cronológico,Viñetas,22.69,367,7.027027027027027,True,False,True,0,38,ArialMT,10.0,Buena,64,0,Sí,38.07%,6,Justificado,Consistente,Consistente,1
166,2,133,41,102,158,0,0,0,9,14,0,Orden Cronológico,Viñetas,13.44,704,8.238636363636363,False,False,False,0,59,AAAAAE+Calibri,7.9,Deficiente,106,0,Sí,0.3%,0,Justificado,Inconsistente,Consistente,1
167,5,169,125,101,0,17,40,100,152,73,154,Orden Cronológico,Viñetas,16.54,1355,4.128440366972478,False,False,False,0,157,RCHZZK+TrebuchetMS,10.0,Buena,80,0,Sí,0.1%,0,Justificado,Inconsistente,Inconsistente,1
168,3,41,106,49,35,50,0,0,162,0,0,Orden Cronológico,Viñetas,11.74,611,4.040404040404041,False,False,True,0,57,EAAAAA+ArialUnicodeMS,10.0,Buena,43,0,Sí,0.14%,7,Justificado,Inconsistente,Inconsistente,1
169,5,21,124,16,0,0,33,92,243,55,0,Orden Cronológico,Viñetas,11.97,877,5.125,False,False,False,5,51,Calibri,11.0,Buena,161,136,Sí,0.14%,1,Justificado,Consistente,Inconsistente,1
170,2,159,13,10,0,0,0,0,31,0,0,Orden Cronológico,Viñetas,12.91,279,8.394160583941606,True,True,False,0,26,AAAAAE+ArialMT,12.0,Buena,32,0,No,0.0%,0,Justificado,Consistente,Consistente,1
171,4,134,242,14,53,24,14,2,8,8,0,Orden Cronológico,Viñetas,15.24,736,2.6595744680851063,False,False,False,4,87,CIDFont+F3,12.0,Buena,0,0,Sí,0.03%,1,Justificado,Inconsistente,Inconsistente,1
172,2,130,93,65,38,0,25,34,0,47,0,Orden Cronológico,Viñetas,16.75,598,1.5151515151515151,False,False,False,4,38,AAAAAA+LinBiolinumO,9.2,Deficiente,6,0,Sí,5.54%,1,Justificado,Inconsistente,Consistente,1
173,1,18,83,23,29,0,0,4,24,19,0,Orden Cronológico,Viñetas,31.51,263,4.941176470588235,False,False,False,0,89,EZOFAP+URWPalladioL-Roma,10.0,Buena,32,0,Sí,1.55%,0,Justificado,Inconsistente,Consistente,1
174,3,31,126,17,10,12,0,0,56,0,0,Orden Cronológico,Viñetas,9.97,442,6.864988558352403,False,False,False,0,33,BCDFEE+Calibri,10.0,Buena,30,7,Sí,0.73%,3,Justificado,Inconsistente,Inconsistente,1
175,1,0,26,45,22,0,0,0,0,45,0,Orden Cronológico,Viñetas,16.28,249,1.2244897959183674,False,False,False,0,33,AAAAAA+ArialMT,10.0,Buena,21,0,Sí,0.87%,3,Justificado,Inconsistente,Consistente,1
176,1,0,71,121,0,17,0,0,0,7,0,Orden Cronológico,Viñetas,20.89,230,2.7649769585253456,False,False,False,0,30,DEJYSC+Bahnschrift_400_100_,11.7,Buena,0,0,Sí,0.51%,1,Justificado,Inconsistente,Consistente,1
177,1,12,71,16,0,0,0,59,8,11,37,Orden Cronológico,Viñetas,22.44,301,10.679611650485436,False,False,False,1,30,FAAAAA+Aileron-Regular,10.0,Buena,25,0,Sí,32.4%,1,Justificado,Inconsistente,Consistente,1
178,2,1,13,0,0,10,0,35,327,0,0,Orden Cronológico,Mixto,14.27,557,7.570422535211267,True,False,True,0,70,Helvetica,9.0,Deficiente,175,60,Sí,1.33%,0,Justificado,Inconsistente,Consistente,1
179,2,37,86,143,0,0,0,0,13,79,5,Orden Cronológico,Viñetas,17.14,564,2.6223776223776225,False,False,False,1,54,BCDFEE+SegoeUI,9.0,Deficiente,122,26,Sí,0.75%,1,Justificado,Inconsistente,Consistente,1
180,2,0,0,64,0,0,0,165,84,72,0,Orden Cronológico,Viñetas,18.43,446,5.010893246187364,True,True,True,2,54,AAAAAA+ProximaNova-Regular,11.0,Buena,80,0,Sí,1.29%,2,Justificado,Inconsistente,Consistente,1
181,1,3,18,10,4,4,3,2,12,0,0,Orden Cronológico,Viñetas,20.76,89,4.497354497354497,True,False,True,0,99,BAAAAA+CenturyGothic,9.0,Deficiente,17,6,Sí,0.58%,1,Justificado,Inconsistente,Consistente,1
182,2,72,13,124,6,0,0,0,79,24,29,Orden Cronológico,Mixto,11.11,504,2.3166023166023164,False,False,False,0,53,LYQADJ+LiberationSans,8.4,Deficiente,67,26,No,0.0%,0,Justificado,Inconsistente,Consistente,1
183,3,0,24,61,19,3,0,4,1,9,0,Orden Cronológico,Viñetas,11.57,168,4.029850746268656,False,False,False,8,84,AAAAAA+Montserrat-Regular,9.5,Deficiente,25,8,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
184,3,72,143,136,89,0,0,0,121,19,0,Orden Cronológico,Viñetas,14.74,745,5.3977272727272725,False,False,False,4,91,AAAAAG+Calibri,10.1,Buena,90,117,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
185,4,187,185,36,18,0,0,67,115,158,3,Orden Cronológico,Mixto,23.03,1206,3.6734693877551026,False,False,True,0,53,BAAAAA+ArialMT,12.0,Buena,28,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,1
186,1,17,32,66,0,0,34,13,45,0,0,Orden Cronológico,Viñetas,20.02,346,4.456824512534819,False,False,False,1,27,QXAAAA+Ubuntu-Regular,8.9,Deficiente,22,48,Sí,20.32%,1,Justificado,Inconsistente,Consistente,1
187,4,83,248,103,81,90,30,9,137,25,0,Orden Cronológico,Viñetas,15.96,1168,0.0,False,False,True,1,120,BAAAAA+ArialNarrow,10.0,Buena,208,36,Sí,0.15%,1,Justificado,Inconsistente,Inconsistente,1
188,2,104,91,68,0,49,0,0,98,0,0,Orden Cronológico,Viñetas,17.29,540,6.60377358490566,False,False,False,2,260,BCDFEE+Roboto-Regular,10.0,Buena,43,0,Sí,0.75%,0,Justificado,Inconsistente,Consistente,1
189,5,164,185,91,24,13,0,0,146,96,0,Orden Cronológico,Viñetas,19.46,1037,2.7726432532347505,False,False,False,0,87,ArialMT,12.0,Buena,180,0,Sí,0.12%,1,Justificado,Consistente,Inconsistente,1
190,1,8,7,11,88,0,0,5,0,0,0,Orden Cronológico,Viñetas,13.72,208,2.717391304347826,True,False,False,0,33,SLHLKV+Calibri-Light,11.0,Buena,0,11,No,0.0%,0,Justificado,Consistente,Consistente,1
191,3,2,78,141,37,0,0,256,1,0,0,Orden Cronológico,Mixto,11.98,658,7.668711656441718,True,False,False,0,55,AAAAAB+TimesNewRomanPSMT,10.0,Buena,33,20,No,0.0%,1,Justificado,Consistente,Inconsistente,1
192,5,15,317,83,67,0,0,4,563,34,0,Orden Cronológico,Mixto,21.12,1539,4.598445595854922,False,False,False,0,100,BCDFEE+Calibri,11.0,Buena,268,0,Sí,1.9%,0,Justificado,Inconsistente,Inconsistente,1
193,4,59,160,45,0,54,14,79,41,8,148,Orden Cronológico,Mixto,19.92,885,3.1782065834279227,False,False,True,0,68,AAAAAA+ArialMT,12.0,Buena,0,0,Sí,0.13%,0,Justificado,Consistente,Inconsistente,1
194,5,100,63,141,34,14,0,31,77,12,6,Orden Cronológico,Viñetas,18.13,858,2.5811209439528024,True,False,True,0,167,DAAAAA+Montserrat-Regular,12.0,Buena,57,1,Sí,1.16%,113,Justificado,Inconsistente,Inconsistente,1
195,3,303,112,145,24,0,0,50,25,31,0,Orden Cronológico,Mixto,28.32,1159,5.963699222126189,True,False,False,1,108,AAAAAA+ArialMT,11.0,Buena,9,44,Sí,0.11%,0,Justificado,Consistente,Inconsistente,1
196,2,6,5,0,11,3,0,0,12,15,0,No se detectaron suficientes fechas,Viñetas,22.25,94,6.112852664576803,False,False,False,1,158,AAAAAA+Ubuntu-Regular,10.0,Buena,54,47,Sí,0.36%,4,Justificado,Consistente,Consistente,1
197,2,17,143,202,0,43,26,0,77,6,0,Orden Cronológico,Mixto,24.48,688,5.0,False,False,False,5,321,BAAAAA+TimesNewRomanPSMT,11.0,Buena,59,18,Sí,0.07%,1,Justificado,Inconsistente,Consistente,1
198,1,44,40,33,9,0,9,0,0,0,0,Orden Cronológico,Viñetas,16.79,186,1.0273972602739725,False,False,False,0,73,ERHAFV+InaiMathi,8.0,Buena,0,0,Sí,22.36%,8,Justificado,Inconsistente,Consistente,1
199,7,466,170,0,132,0,0,56,227,100,127,Orden Cronológico,Viñetas,17.18,1690,6.0838747784997045,False,False,True,0,128,BCDFEE+Calibri,12.0,Buena,201,3,Sí,0.05%,0,Justificado,Consistente,Inconsistente,1
200,1,66,39,16,8,21,38,0,0,32,0,Orden Cronológico,Viñetas,25.64,365,2.8688524590163933,False,False,False,2,59,DAAAAA+Tahoma,9.0,Deficiente,71,0,No,0.0%,4,Justificado,Inconsistente,Consistente,1
201,7,69,92,96,50,0,0,10,466,75,0,Orden Cronológico,Viñetas,11.46,1165,2.1494370522006143,False,False,True,16,170,DAAAAA+ArialMT,11.0,Buena,166,0,Sí,0.22%,1,Justificado,Inconsistente,Inconsistente,1
202,4,6,61,16,16,23,53,20,484,32,0,Orden Cronológico,Viñetas,14.62,938,7.174887892376682,False,False,True,0,146,BCDGEE+TrebuchetMS,10.0,Buena,47,0,Sí,0.7%,1,Justificado,Inconsistente,Inconsistente,1
203,2,87,56,24,0,0,0,29,121,0,13,Orden Cronológico,Viñetas,17.22,495,9.50413223140496,False,False,False,0,41,EAAAAA+ArialUnicodeMS,10.0,Buena,20,0,Sí,0.16%,6,Justificado,Inconsistente,Consistente,1
204,4,53,23,43,0,0,0,266,112,48,0,Orden Cronológico,Viñetas,10.86,741,5.737704918032787,False,False,False,1,60,BAAAAA+Tahoma,10.0,Buena,59,0,No,0.0%,0,Justificado,Consistente,Inconsistente,1
205,4,372,382,0,0,0,0,34,88,192,0,Orden Cronológico,Viñetas,23.34,1726,14.707952146375792,True,True,True,0,230,BAAAAA+FiraSans-Light,10.5,Buena,0,0,No,0.0%,0,Justificado,Consistente,Consistente,1
206,1,17,26,4,67,34,0,3,0,0,22,Orden Cronológico,Viñetas,17.45,284,7.250755287009064,False,False,False,1,18,AAAAAA+Roboto-Regular,9.0,Deficiente,35,0,No,0.0%,0,Justificado,Inconsistente,Consistente,1
207,1,70,48,16,0,0,0,0,0,10,85,Orden Cronológico,Viñetas,17.68,460,5.413105413105413,False,True,False,0,36,DAAAAA+Amiko-SemiBold,7.2,Deficiente,289,0,No,0.0%,4,Justificado,Inconsistente,Consistente,1
208,2,88,17,18,0,7,124,26,0,33,0,Orden Cronológico,Viñetas,13.37,484,7.114624505928854,False,False,False,1,43,QIBAAA+Ubuntu-Regular,8.9,Deficiente,27,45,Sí,1.95%,1,Justificado,Inconsistente,Consistente,1
209,1,16,0,76,107,22,0,2,1,17,31,Orden Cronológico,Viñetas,17.11,324,3.8636363636363633,False,False,False,0,167,BCTEKL+Lato-Regular,9.0,Deficiente,66,0,Sí,31.36%,1,Justificado,Inconsistente,Consistente,1
210,4,234,77,69,130,0,101,0,39,127,0,Orden Cronológico,Párrafos,23.48,1322,3.6927621861152145,True,False,False,2,106,AAAAAB+TimesNewRomanPSMT,12.0,Buena,106,0,Sí,0.07%,0,Justificado,Consistente,Inconsistente,1
211,4,31,65,8,0,31,0,0,0,55,34,Orden Cronológico,Viñetas,8.03,434,1.6241299303944314,False,False,False,1,41,ArialMT,9.0,Deficiente,55,12,Sí,7.5%,59,Justificado,Inconsistente,Inconsistente,1
212,3,69,202,144,0,46,0,23,127,402,0,Orden Cronológico,Mixto,20.08,1387,3.4040178571428568,False,False,False,0,151,CAAAAA+OpenSans,8.2,Deficiente,61,0,Sí,0.35%,0,Justificado,Inconsistente,Inconsistente,1
213,7,14,132,19,10,3,24,23,86,172,0,No se detectaron suficientes fechas,Viñetas,20.16,734,2.549019607843137,False,False,False,1,369,DAAAAA+Calibri,11.0,Buena,92,0,Sí,0.02%,1,Justificado,Consistente,Inconsistente,1
214,2,8,48,49,0,0,0,4,41,118,90,Orden Cronológico,Viñetas,14.27,531,6.007067137809187,True,True,True,6,65,BAAAAA+ProximaNova-Regular,9.0,Deficiente,50,0,Sí,0.24%,0,Justificado,Inconsistente,Consistente,1
215,3,7,200,31,3,0,0,34,0,0,0,Orden Cronológico,Viñetas,9.37,376,6.434316353887399,False,False,False,0,32,ArialMT,10.0,Buena,48,12,Sí,0.84%,4,Justificado,Inconsistente,Inconsistente,1
216,2,14,5,4,3,5,0,33,37,6,0,Orden Cronológico,Viñetas,17.54,175,5.330882352941177,False,True,False,0,106,UARRPJ+Lato-Regular,9.0,Deficiente,81,0,Sí,1.44%,1,Justificado,Inconsistente,Consistente,1
217,3,1,34,104,39,0,133,26,121,64,0,Orden Cronológico,Viñetas,9.55,678,3.9215686274509802,False,False,False,0,84,AAAAAD+Lato-Regular,9.1,Deficiente,61,0,Sí,32.29%,19,Justificado,Inconsistente,Inconsistente,1
218,4,34,4,15,41,15,0,264,0,0,0,Orden Cronológico,Viñetas,11.41,513,13.333333333333334,True,False,False,2,85,BAAAAA+ArialMT,10.0,Buena,116,16,Sí,0.65%,1,Justificado,Inconsistente,Inconsistente,1
219,2,98,81,76,31,0,0,10,0,0,0,Orden Cronológico,Viñetas,14.3,436,2.690582959641256,False,False,False,0,42,ArialMT,10.0,Buena,12,0,No,0.0%,0,Justificado,Consistente,Consistente,1
220,2,64,4,46,25,0,29,0,28,19,0,Orden Cronológico,Mixto,13.71,346,1.791044776119403,False,False,False,0,30,AAAAAA+ArialMT,12.0,Buena,41,0,Sí,0.09%,0,Justificado,Consistente,Consistente,1
221,2,0,100,81,42,9,0,40,95,0,19,Orden Cronológico,Viñetas,15.58,544,8.007448789571695,False,False,False,1,67,BCDEEE+Calibri,10.0,Buena,110,0,Sí,26.68%,93,Justificado,Inconsistente,Consistente,1
222,1,1,0,31,24,0,0,0,2,21,0,Orden Cronológico,Viñetas,22.72,145,1.03359173126615,False,False,False,1,48,AAAAAA+Calibri,11.0,Buena,2,10,Sí,0.98%,0,Justificado,Consistente,Consistente,1
223,1,0,5,24,10,40,12,8,0,0,15,Orden Cronológico,Viñetas,18.14,169,8.609271523178808,False,False,False,0,17,BAAAAA+Montserrat-Light,11.0,Buena,34,37,No,0.0%,4,Justificado,Inconsistente,Consistente,1
224,1,34,366,0,81,0,0,25,0,0,0,Orden Cronológico,Viñetas,95.21,558,1.1299435028248588,False,False,False,1,136,KOGBLS+Roboto-Regular,14.0,Buena,22,0,Sí,7.66%,1,Justificado,Inconsistente,Consistente,1
